order_id,customer_id,category,quantity,unit_price,order_date,status
1052,4,Electronics,3.0,318.11,2024-09-12,completed
1053,2,Clothing,4.0,189.56,2024-03-26,completed
1054,6,,1.0,258.74,2024-05-29,completed
1055,10,Books,3.0,209.45,2024-08-22,completed
1056,4,Clothing,3.0,,2024-01-22,completed
1057,18,Books,2.0,221.4,2024-10-11,completed
1058,12,Sports,5.0,53.21,2024-09-25,completed
1059,2,,1.0,205.49,2024-09-14,pending
1060,10,Electronics,2.0,298.49,2024-01-29,completed
1061,4,Clothing,4.0,291.81,2024-07-31,pending
1062,14,Electronics,4.0,333.0,2024-10-09,completed
1063,16,Clothing,3.0,52.15,2024-02-19,pending
1064,15,Electronics,3.0,327.8,2024-04-04,COMPLETED
1065,8,Home,4.0,159.51,2024-03-28,completed
1066,14,Clothing,3.0,202.53,2024-02-13,cancelled
1067,8,Electronics,1.0,429.7,2024-10-04,completed
1068,16,Clothing,3.0,9.47,2024-06-19,completed
1069,13,Clothing,5.0,296.26,2024-07-07,pending
1070,18,Clothing,3.0,301.36,2024-07-02,completed
1071,15,Home,2.0,201.35,2024-01-03,completed
1072,13,Electronics,1.0,122.33,2024-07-09,cancelled
1073,9,Clothing,2.0,121.16,2024-04-27,pending
1074,15,Clothing,2.0,442.44,2024-01-19,cancelled
1075,13,Home,5.0,223.8,2024-01-23,completed
1076,1,Clothing,1.0,168.79,2024-01-30,cancelled
1077,7,Electronics,1.0,227.14,2024-10-21,completed
1078,9,Electronics,1.0,336.35,2024-04-17,cancelled
1079,1,Sports,1.0,77.15,2024-10-07,
1080,12,Clothing,1.0,227.47,2024-05-07,cancelled
1081,8,Home,5.0,296.0,2024-08-16,pending
1082,11,Sports,3.0,474.55,2024-04-20,completed
1083,19,Electronics,2.0,130.0,2024-05-15,cancelled
1084,17,Sports,1.0,182.83,2024-07-04,pending
1085,8,Home,3.0,192.78,2024-05-23,completed
1086,3,Electronics,3.0,304.74,2024-03-12,pending
1087,3,Clothing,2.0,181.58,2024-05-08,completed
1088,1,Books,5.0,269.09,2024-09-17,cancelled
1089,5,Home,,391.99,2024-01-03,pending
1090,10,,4.0,354.17,2024-04-13,cancelled
1091,7,Clothing,3.0,225.95,2024-08-11,completed
1092,9,Books,2.0,432.79,2024-01-10,COMPLETED
1093,7,Clothing,4.0,281.28,2024-08-18,completed
1094,9,Sports,3.0,272.25,2024-08-06,pending
1095,8,Home,5.0,21.92,2024-03-06,completed
1096,12,Electronics,4.0,493.41,2024-04-21,completed
1097,2,Electronics,3.0,65.87,2024-01-13,cancelled
1098,1,Electronics,3.0,,2024-03-26,completed
1099,16,Electronics,1.0,30.59,2024-08-21,COMPLETED
1100,5,Electronics,5.0,321.8,2024-03-30,COMPLETED
1101,3,Books,1.0,116.23,2024-02-23,pending
1102,12,Home,2.0,94.11,2024-01-12,COMPLETED
1103,8,Books,1.0,48.84,2024-07-27,completed
1104,3,Sports,1.0,56.14,2024-01-14,completed
1105,1,Home,4.0,294.41,2024-04-30,completed
1106,3,Books,3.0,345.66,2024-01-20,completed
1107,5,Books,5.0,201.7,2024-03-15,completed
1108,15,Clothing,1.0,242.55,2024-08-30,COMPLETED
1109,14,Electronics,5.0,344.55,2024-08-10,cancelled
1110,3,Electronics,1.0,13.6,2024-03-10,completed
1111,1,Clothing,2.0,164.95,2024-07-29,pending
1112,5,Clothing,1.0,486.68,2024-04-10,
1113,14,Electronics,4.0,292.16,2024-07-04,pending
1114,7,Sports,3.0,130.84,2024-05-11,cancelled
1115,9,Books,2.0,263.26,2024-04-20,completed
1116,15,Electronics,1.0,174.61,2024-05-11,completed
1117,15,Clothing,5.0,268.46,2024-01-20,completed
1118,10,Electronics,2.0,67.24,2024-01-24,completed
1119,13,Home,2.0,70.69,2024-08-14,pending
1120,19,Home,1.0,76.05,2024-06-02,pending
1121,7,Sports,2.0,470.21,2024-10-19,completed
1122,17,Clothing,5.0,367.78,2024-08-17,completed
1123,20,Sports,2.0,85.38,2024-07-20,pending
1124,4,,5.0,98.23,2024-02-07,completed
1125,5,Electronics,1.0,366.76,2024-09-16,completed
1126,7,Books,3.0,82.3,2024-07-06,pending
1127,13,Home,2.0,121.11,2024-02-26,completed
1128,15,Home,3.0,481.86,2024-01-20,completed
1129,11,Clothing,5.0,131.38,2024-09-29,completed
1130,4,Books,2.0,332.51,2024-04-28,pending
1131,13,Home,4.0,489.42,2024-03-11,COMPLETED
1132,7,Sports,3.0,190.28,2024-01-04,completed
1133,19,Sports,2.0,13.67,2024-08-08,completed
1134,2,Home,3.0,125.85,2024-01-14,completed
1135,10,,2.0,416.28,2024-01-03,COMPLETED
1136,13,Home,1.0,432.98,2024-08-03,cancelled
1137,6,Home,3.0,385.42,2024-08-16,completed
1138,12,Home,4.0,60.99,2024-07-04,pending
1139,12,Electronics,4.0,398.78,2024-02-24,completed
1140,20,Books,5.0,,2024-09-10,completed
1141,11,Home,2.0,302.3,2024-01-24,completed
1142,7,Home,3.0,470.73,2024-06-10,completed
1143,1,Sports,5.0,414.29,2024-06-06,completed
1144,1,Clothing,3.0,335.15,2024-03-22,completed
1145,20,Home,2.0,290.71,2024-06-07,completed
1146,13,Books,4.0,177.54,2024-07-06,COMPLETED
1147,9,Books,1.0,83.85,2024-02-29,completed
1148,3,Home,4.0,304.45,2024-07-29,cancelled
1149,7,Sports,5.0,162.47,2024-05-31,pending
1150,6,Books,1.0,433.89,2024-04-18,completed
1151,8,Electronics,5.0,496.7,2024-03-16,completed
1152,9,Electronics,2.0,377.45,2024-01-30,completed
1153,5,Home,1.0,49.79,2024-04-26,completed
1154,1,Clothing,5.0,147.9,2024-07-10,completed
1155,19,Electronics,,59.01,2024-01-19,cancelled
1156,10,Home,4.0,327.0,2024-06-21,COMPLETED
1157,12,Clothing,2.0,383.77,2024-08-15,completed
1158,15,Home,3.0,463.21,2024-07-01,pending
1159,9,Home,2.0,221.9,2024-04-22,completed
1160,20,Home,2.0,451.18,2024-07-01,pending
1161,17,Clothing,3.0,439.56,2024-05-25,COMPLETED
1162,17,Books,5.0,162.01,2024-04-25,COMPLETED
1163,20,Electronics,5.0,435.11,2024-04-22,completed
1164,12,Books,2.0,190.96,2024-09-07,completed
1165,7,Clothing,3.0,151.95,2024-09-07,
1166,2,Sports,3.0,,2024-04-27,completed
1167,3,Home,4.0,167.55,2024-06-09,
1168,17,,5.0,316.95,2024-07-16,completed
1169,5,Home,1.0,306.87,2024-09-16,completed
1170,17,Electronics,5.0,283.9,2024-05-27,completed
1171,17,Sports,5.0,193.31,2024-08-27,completed
1172,17,Clothing,4.0,,2024-02-16,pending
1173,2,Clothing,1.0,300.26,2024-07-16,completed
1174,2,Electronics,4.0,275.12,2024-02-16,completed
1175,5,Home,1.0,224.99,2024-03-18,completed
1176,1,Home,2.0,12.26,2024-05-03,completed
1177,1,Clothing,1.0,295.6,2024-03-15,completed
1178,19,Sports,4.0,88.38,2024-05-16,completed
1179,2,Electronics,5.0,323.08,2024-03-30,pending
1180,12,Clothing,1.0,380.88,2024-03-01,completed
1181,6,Clothing,1.0,252.72,2024-05-17,completed
1182,4,Electronics,3.0,,2024-02-19,completed
1183,11,Home,5.0,475.98,2024-09-15,completed
1184,17,Books,2.0,424.35,2024-04-16,
1185,6,Home,4.0,457.55,2024-04-22,completed
1186,5,Electronics,2.0,407.81,2024-09-10,completed
1187,20,Clothing,5.0,58.91,2024-04-27,COMPLETED
1188,2,Electronics,1.0,78.75,2024-07-16,completed
1189,6,Sports,1.0,265.68,2024-02-20,completed
1190,11,Electronics,5.0,126.8,2024-09-01,
1191,16,Home,1.0,240.96,2024-02-04,cancelled
1192,16,,1.0,200.21,2024-03-09,
1193,1,Home,1.0,276.96,2024-02-18,completed
1194,9,Sports,4.0,374.7,2024-03-14,completed
1195,6,Electronics,4.0,359.17,2024-07-10,completed
1196,16,Books,3.0,263.01,2024-09-17,completed
1197,3,Home,2.0,412.08,2024-03-10,pending
1198,20,Books,5.0,218.28,2024-03-30,completed
1199,4,Electronics,5.0,448.87,2024-09-16,pending
1200,19,Electronics,5.0,40.28,2024-05-05,cancelled
1201,3,Electronics,3.0,477.56,2024-08-18,completed
1202,19,Books,4.0,329.07,2024-10-21,completed
1203,20,Sports,3.0,193.14,2024-05-08,cancelled
1204,7,Books,5.0,102.59,2024-10-06,completed
1205,20,Electronics,2.0,242.2,2024-04-09,pending
1206,9,Sports,1.0,101.31,2024-10-23,completed
1207,1,Clothing,4.0,87.33,2024-06-30,completed
1208,8,Clothing,4.0,310.59,2024-06-22,COMPLETED
1209,7,Electronics,3.0,263.93,2024-07-06,
1210,18,Books,,336.7,2024-02-26,completed
1211,8,Electronics,5.0,465.15,2024-01-31,pending
1212,1,Home,5.0,268.47,2024-03-24,completed
1213,11,Sports,3.0,292.56,2024-05-31,cancelled
1214,18,Electronics,5.0,49.37,2024-02-05,cancelled
1215,10,Home,2.0,360.23,2024-07-31,completed
1216,3,Electronics,3.0,202.95,2024-04-15,completed
1217,7,Clothing,,,2024-08-07,cancelled
1218,16,Home,,412.47,2024-06-11,completed
1219,16,Clothing,2.0,263.63,2024-08-07,cancelled
1220,20,Home,1.0,66.0,2024-09-26,completed
1221,17,Home,1.0,430.41,2024-04-29,pending
1222,2,Home,2.0,400.89,2024-06-30,cancelled
1223,1,Books,3.0,96.37,2024-04-15,pending
1224,16,Home,5.0,151.16,2024-08-04,completed
1225,12,Home,5.0,397.74,2024-07-23,COMPLETED
1226,5,Home,1.0,96.69,2024-03-10,COMPLETED
1227,5,Clothing,1.0,,2024-02-13,completed
1228,9,Clothing,3.0,215.14,2024-08-15,completed
1229,9,Sports,4.0,48.08,2024-07-02,completed
1230,3,Home,2.0,,2024-04-16,cancelled
1231,19,Electronics,1.0,189.89,2024-03-24,completed
1232,16,Home,5.0,265.62,2024-09-06,completed
1233,16,Clothing,3.0,60.59,2024-01-21,cancelled
1234,3,Sports,2.0,6.28,2024-07-14,completed
1235,20,Electronics,3.0,320.8,2024-06-26,completed
1236,1,Electronics,2.0,260.01,2024-01-07,
1237,20,Clothing,2.0,298.8,2024-03-10,pending
1238,11,Home,1.0,397.9,2024-05-06,completed
1239,17,Sports,3.0,325.07,2024-06-08,completed
1240,8,Electronics,3.0,91.51,2024-09-04,cancelled
1241,4,Sports,5.0,183.58,2024-07-21,completed
1242,6,Electronics,5.0,453.42,2024-05-27,completed
1243,8,Sports,1.0,386.12,2024-05-22,completed
1244,20,Electronics,1.0,280.54,2024-07-17,completed
1245,3,Electronics,4.0,131.54,2024-06-02,COMPLETED
1246,16,Books,5.0,,2024-05-21,completed
1247,3,,2.0,367.32,2024-06-13,COMPLETED
1248,18,Sports,3.0,426.33,2024-01-21,pending
1249,14,Home,1.0,337.36,2024-03-22,completed
1250,18,Sports,3.0,,2024-03-09,cancelled
1251,2,Electronics,3.0,384.49,2024-05-10,pending
1252,3,,4.0,79.1,2024-03-27,completed
1253,16,Home,5.0,214.85,2024-08-05,completed
1254,9,Books,1.0,80.73,2024-06-09,COMPLETED
1255,4,Sports,3.0,121.44,2024-06-26,COMPLETED
1256,1,Books,1.0,435.28,2024-04-26,pending
1257,4,Home,2.0,239.08,2024-07-14,completed
1258,1,Home,4.0,270.0,2024-03-26,
1259,14,Sports,2.0,93.33,2024-10-15,completed
1260,16,Electronics,1.0,159.57,2024-03-21,completed
1261,20,,1.0,118.97,2024-05-31,COMPLETED
1262,8,Books,5.0,107.06,2024-03-01,completed
1263,7,Electronics,3.0,,2024-03-01,completed
1264,3,Books,3.0,132.16,2024-01-28,completed
1265,17,Home,2.0,317.85,2024-02-12,completed
1266,1,Books,4.0,33.94,2024-06-17,completed
1267,16,Books,,75.18,2024-03-26,
1268,12,Electronics,5.0,140.9,2024-06-25,completed
1269,19,Home,2.0,300.54,2024-01-17,cancelled
1270,14,Sports,2.0,339.54,2024-04-07,cancelled
1271,6,Clothing,5.0,224.14,2024-07-16,pending
1272,6,Home,4.0,225.67,2024-04-07,completed
1273,13,Clothing,5.0,363.64,2024-03-05,pending
1274,19,Home,4.0,12.83,2024-01-05,completed
1275,8,Home,5.0,173.84,2024-01-02,COMPLETED
1276,2,Home,5.0,410.26,2024-01-22,COMPLETED
1277,1,Electronics,1.0,303.59,2024-04-21,pending
1278,15,Books,2.0,171.93,2024-02-26,completed
1279,1,Electronics,5.0,453.23,2024-03-06,cancelled
1280,5,Electronics,5.0,387.45,2024-04-07,completed
1281,16,Electronics,3.0,136.12,2024-05-23,cancelled
1282,19,Electronics,2.0,324.42,2024-05-04,
1283,4,Home,3.0,299.9,2024-06-15,completed
1284,3,Home,2.0,203.59,2024-03-26,
1285,17,Books,3.0,186.64,2024-03-16,completed
1286,17,Electronics,5.0,175.06,2024-10-20,completed
1287,12,Sports,5.0,,2024-02-28,completed
1288,14,Books,1.0,223.99,2024-05-17,completed
1289,6,Clothing,3.0,416.77,2024-04-08,COMPLETED
1290,3,Sports,4.0,336.45,2024-07-10,completed
1291,9,,1.0,39.62,2024-08-30,completed
1292,5,Electronics,3.0,321.88,2024-02-18,pending
1293,17,Clothing,,139.22,2024-02-01,pending
1294,14,Sports,,298.44,2024-10-03,pending
1295,3,Books,5.0,341.67,2024-01-20,pending
1296,1,Electronics,3.0,119.26,2024-06-02,cancelled
1297,20,Books,5.0,231.15,2024-03-08,completed
1298,1,Sports,1.0,99.21,2024-08-01,completed
1299,3,Books,5.0,30.91,2024-05-22,cancelled
1300,18,Books,2.0,192.35,2024-08-19,completed
1301,10,Sports,4.0,184.66,2024-07-31,cancelled
1302,3,Electronics,3.0,497.76,2024-03-19,completed
1303,8,Electronics,4.0,225.94,2024-08-01,completed
1304,14,Home,5.0,170.12,2024-04-25,completed
1305,18,Sports,3.0,292.34,2024-04-01,COMPLETED
1306,15,Clothing,5.0,48.94,2024-09-26,COMPLETED
1307,2,Home,2.0,,2024-06-16,cancelled
1308,10,Books,1.0,319.31,2024-02-27,completed
1309,2,Home,3.0,378.64,2024-10-10,completed
1310,17,Books,2.0,89.39,2024-01-26,pending
1311,8,Sports,2.0,207.69,2024-03-06,cancelled
1312,1,Home,3.0,214.23,2024-09-04,completed
1313,9,Home,5.0,411.79,2024-09-10,pending
1314,11,Clothing,2.0,5.61,2024-02-13,completed
1315,16,Home,4.0,153.92,2024-04-06,completed
1316,7,Clothing,2.0,490.71,2024-02-11,completed
1317,10,Clothing,5.0,240.07,2024-08-14,cancelled
1318,3,Home,5.0,194.35,2024-09-18,cancelled
1319,18,Electronics,4.0,,2024-06-15,completed
1320,13,Electronics,2.0,487.21,2024-10-05,pending
1321,7,Home,5.0,14.91,2024-03-29,completed
1322,4,Clothing,3.0,369.9,2024-06-26,completed
1323,13,Clothing,1.0,385.46,2024-07-15,completed
1324,20,Books,1.0,125.61,2024-09-23,completed
1325,1,Books,1.0,337.42,2024-09-24,completed
1326,8,Electronics,2.0,51.0,2024-03-14,COMPLETED
1327,14,Sports,4.0,132.24,2024-01-08,pending
1328,16,Home,5.0,395.01,2024-10-23,completed
1329,14,Books,3.0,433.02,2024-06-12,completed
1330,12,Home,3.0,306.2,2024-03-25,completed
1331,19,,2.0,255.89,2024-03-12,completed
1332,15,Books,1.0,83.86,2024-02-24,completed
1333,2,Books,2.0,36.24,2024-02-16,cancelled
1334,2,Books,4.0,63.24,2024-08-25,completed
1335,19,Electronics,4.0,117.54,2024-04-13,cancelled
1336,17,Electronics,5.0,174.13,2024-07-28,pending
1337,20,Books,5.0,193.55,2024-02-11,completed
1338,10,Home,4.0,176.43,2024-09-24,pending
1339,6,Books,4.0,123.33,2024-09-19,COMPLETED
1340,15,Electronics,4.0,257.31,2024-09-15,COMPLETED
1341,11,Home,2.0,413.52,2024-10-09,completed
1342,5,Clothing,4.0,143.45,2024-04-23,completed
1343,1,Home,3.0,471.48,2024-02-09,completed
1344,8,Home,1.0,437.3,2024-08-07,completed
1345,12,Home,4.0,85.07,2024-05-08,completed
1346,12,Home,1.0,394.21,2024-01-08,COMPLETED
1347,5,Home,2.0,289.42,2024-04-10,completed
1348,7,Clothing,1.0,285.45,2024-06-24,pending
1349,4,Books,2.0,198.57,2024-04-16,cancelled
1350,6,Electronics,3.0,253.07,2024-04-10,completed
1351,13,Home,2.0,201.6,2024-09-16,completed
1352,20,Home,,272.17,2024-09-02,pending
1353,15,Books,5.0,315.84,2024-10-01,pending
1354,3,Home,4.0,338.78,2024-02-01,cancelled
1355,8,Sports,4.0,268.58,2024-05-16,completed
1356,20,,3.0,362.1,2024-01-12,completed
1357,16,Clothing,3.0,74.93,2024-01-16,completed
1358,13,Electronics,4.0,109.93,2024-05-08,completed
1359,18,Clothing,5.0,410.27,2024-03-03,cancelled
1360,10,Clothing,4.0,164.65,2024-04-18,cancelled
1361,19,Home,5.0,16.33,2024-01-21,COMPLETED
1362,17,Sports,3.0,81.13,2024-06-06,pending
1363,19,Electronics,1.0,115.69,2024-09-25,COMPLETED
1364,5,Electronics,3.0,478.87,2024-06-10,completed
1365,9,Clothing,3.0,288.66,2024-09-16,completed
1366,12,Books,2.0,466.7,2024-04-11,pending
1367,1,Home,2.0,289.71,2024-08-10,completed
1368,1,Electronics,2.0,242.28,2024-02-28,pending
1369,15,Sports,2.0,160.3,2024-09-03,pending
1370,2,Books,5.0,305.15,2024-05-07,completed
1371,16,Electronics,4.0,73.9,2024-10-09,COMPLETED
1372,8,Books,1.0,449.64,2024-01-25,pending
1373,13,Books,3.0,415.52,2024-05-10,COMPLETED
1374,1,Clothing,5.0,162.18,2024-07-14,pending
1375,16,Electronics,1.0,476.63,2024-10-07,pending
1376,7,Electronics,5.0,,2024-06-02,completed
1377,5,Electronics,5.0,334.82,2024-05-12,completed
1378,3,Sports,3.0,65.27,2024-08-14,pending
1379,12,Sports,4.0,241.73,2024-07-07,cancelled
1380,16,Electronics,2.0,255.52,2024-09-21,completed
1381,19,Electronics,4.0,120.11,2024-05-13,completed
1382,5,Electronics,3.0,44.58,2024-07-29,COMPLETED
1383,14,Electronics,3.0,389.48,2024-02-29,pending
1384,5,Sports,3.0,65.41,2024-07-31,pending
1385,15,Clothing,1.0,299.17,2024-08-03,cancelled
1386,17,Clothing,4.0,468.54,2024-08-13,completed
1387,14,Electronics,4.0,438.67,2024-05-10,completed
1388,20,Home,5.0,142.49,2024-03-16,pending
1389,5,Clothing,5.0,426.47,2024-10-12,completed
1390,12,Books,5.0,5.16,2024-10-03,completed
1391,16,Electronics,3.0,13.76,2024-06-04,completed
1392,16,Books,4.0,303.26,2024-09-04,cancelled
1393,7,Home,3.0,185.58,2024-08-05,pending
1394,4,Electronics,1.0,196.3,2024-07-08,completed
1395,1,Clothing,5.0,,2024-06-11,completed
1396,5,Sports,3.0,99.93,2024-06-28,COMPLETED
1397,10,Sports,3.0,109.82,2024-02-03,
1398,5,Home,1.0,244.88,2024-02-10,completed
1399,4,Home,2.0,378.36,2024-03-15,completed
1400,2,Sports,4.0,311.65,2024-10-05,completed
1401,20,Home,2.0,152.19,2024-06-24,pending
1402,10,Electronics,5.0,218.02,2024-05-29,completed
1403,19,Sports,3.0,89.48,2024-09-29,completed
1404,1,Electronics,1.0,41.94,2024-04-17,COMPLETED
1405,5,Home,1.0,392.43,2024-05-18,cancelled
1406,13,Electronics,4.0,136.37,2024-09-27,completed
1407,4,Electronics,2.0,92.99,2024-10-15,pending
1408,16,Clothing,4.0,347.35,2024-07-30,completed
1409,16,Books,3.0,310.94,2024-09-28,COMPLETED
1410,2,Clothing,4.0,318.43,2024-03-06,completed
1411,17,Electronics,1.0,118.3,2024-09-04,cancelled
1412,20,Electronics,1.0,120.16,2024-06-04,completed
1413,12,Home,5.0,114.3,2024-02-16,pending
1414,18,,5.0,91.01,2024-07-19,cancelled
1415,3,Home,3.0,329.58,2024-05-27,COMPLETED
1416,1,Home,2.0,,2024-05-03,cancelled
1417,1,Sports,4.0,363.54,2024-01-01,cancelled
1418,19,Home,3.0,397.09,2024-09-03,completed
1419,11,Electronics,5.0,205.38,2024-05-07,completed
1420,5,Clothing,4.0,328.77,2024-07-09,pending
1421,12,Clothing,5.0,180.35,2024-03-07,completed
1422,3,Clothing,4.0,265.12,2024-01-04,cancelled
1423,1,Clothing,2.0,243.41,2024-10-20,
1424,1,Books,3.0,92.56,2024-05-22,completed
1425,8,Clothing,4.0,196.6,2024-07-09,cancelled
1426,10,Home,1.0,482.09,2024-01-21,completed
1427,11,Home,1.0,128.05,2024-08-14,COMPLETED
1428,12,Clothing,4.0,71.23,2024-04-26,completed
1429,13,Sports,4.0,212.2,2024-05-21,completed
1430,12,Home,,,2024-02-08,cancelled
1431,14,Clothing,1.0,293.16,2024-09-08,pending
1432,2,Books,1.0,342.08,2024-07-25,cancelled
1433,19,Home,4.0,98.9,2024-07-28,completed
1434,18,Home,5.0,311.38,2024-04-24,completed
1435,3,Home,5.0,165.13,2024-08-12,cancelled
1436,17,Home,2.0,417.98,2024-05-13,completed
1437,8,Books,3.0,316.5,2024-09-07,pending
1438,10,Electronics,5.0,103.43,2024-08-06,pending
1439,2,Clothing,1.0,36.99,2024-03-31,cancelled
1440,19,Electronics,5.0,26.1,2024-02-15,pending
1441,9,Books,2.0,188.85,2024-02-07,completed
1442,7,Clothing,2.0,136.6,2024-05-21,cancelled
1443,4,Sports,3.0,324.81,2024-04-09,completed
1444,18,Home,5.0,252.17,2024-07-08,pending
1445,13,Sports,1.0,136.68,2024-02-04,completed
1446,11,,1.0,78.87,2024-05-26,cancelled
1447,4,Sports,4.0,67.96,2024-01-30,pending
1448,4,Sports,1.0,433.01,2024-03-24,completed
1449,10,Clothing,3.0,125.52,2024-10-07,completed
1450,5,Home,3.0,327.6,2024-09-26,cancelled
1451,9,Clothing,1.0,406.29,2024-06-02,completed
1452,3,Electronics,1.0,308.97,2024-04-11,completed
1453,17,Home,4.0,430.48,2024-08-02,completed
1454,3,Home,1.0,199.23,2024-05-29,completed
1455,16,Clothing,,478.33,2024-03-23,pending
1456,4,Home,4.0,70.91,2024-04-19,COMPLETED
1457,18,Sports,,55.56,2024-10-01,completed
1458,17,Home,,,2024-07-19,completed
1459,7,Books,2.0,471.7,2024-10-10,completed
1460,5,Sports,4.0,,2024-06-21,completed
1461,12,,1.0,42.83,2024-07-24,completed
1462,17,Home,2.0,143.29,2024-03-03,completed
1463,13,Sports,1.0,465.51,2024-03-13,completed
1464,3,,1.0,130.26,2024-09-07,cancelled
1465,9,Sports,1.0,391.68,2024-05-03,completed
1466,17,Electronics,5.0,413.44,2024-04-30,COMPLETED
1467,17,Clothing,1.0,250.25,2024-10-01,COMPLETED
1468,20,Clothing,5.0,196.24,2024-04-29,COMPLETED
1469,16,Electronics,4.0,227.81,2024-06-12,cancelled
1470,13,Home,2.0,117.35,2024-10-12,completed
1471,19,Books,2.0,445.25,2024-09-21,pending
1472,17,Sports,2.0,228.06,2024-06-09,cancelled
1473,4,Electronics,2.0,441.82,2024-03-29,completed
1474,12,Sports,2.0,57.32,2024-05-21,pending
1475,9,Home,2.0,494.2,2024-07-21,COMPLETED
1476,19,Books,2.0,224.42,2024-08-14,completed
1477,12,Sports,4.0,28.68,2024-08-09,completed
1478,9,Home,1.0,23.82,2024-02-10,completed
1479,7,Clothing,3.0,374.37,2024-07-14,pending
1480,14,Sports,5.0,331.22,2024-03-08,cancelled
1481,20,Clothing,3.0,402.05,2024-09-20,pending
1482,19,Electronics,3.0,57.16,2024-01-02,COMPLETED
1483,15,Sports,1.0,22.61,2024-05-04,completed
1484,16,Clothing,1.0,256.75,2024-04-19,completed
1485,5,Books,1.0,196.86,2024-03-26,cancelled
1486,3,Clothing,2.0,233.66,2024-04-29,COMPLETED
1487,12,Sports,4.0,495.84,2024-05-06,
1488,20,Electronics,2.0,485.52,2024-09-11,completed
1489,4,,4.0,471.45,2024-07-01,completed
1490,16,Books,4.0,393.0,2024-01-16,cancelled
1491,7,Electronics,3.0,180.65,2024-03-02,COMPLETED
1492,13,Home,3.0,209.0,2024-06-06,COMPLETED
1493,10,,4.0,277.06,2024-09-24,cancelled
1494,7,Home,4.0,416.11,2024-02-04,completed
1495,14,Electronics,2.0,39.01,2024-09-23,cancelled
1496,5,Home,2.0,215.03,2024-03-04,COMPLETED
1497,3,Home,3.0,45.9,2024-02-19,pending
1498,11,Books,1.0,259.76,2024-09-11,pending
1499,11,Books,4.0,449.96,2024-05-28,completed
1500,18,Clothing,2.0,392.33,2024-10-02,completed
1305,18,Sports,3.0,292.34,2024-04-01,COMPLETED
1341,11,Home,2.0,413.52,2024-10-09,completed
1048,17,Clothing,2.0,121.72,2024-05-30,pending
1068,16,Clothing,3.0,9.47,2024-06-19,completed
1480,14,Sports,5.0,331.22,2024-03-08,cancelled
1486,3,Clothing,2.0,233.66,2024-04-29,COMPLETED
1311,8,Sports,2.0,207.69,2024-03-06,cancelled
1032,9,Sports,5.0,254.9,2024-10-14,completed
1250,18,Sports,3.0,,2024-03-09,cancelled
1091,7,Clothing,3.0,225.95,2024-08-11,completed
